ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3838816,Roma,23-05-2018,16:30,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,0,0,0
3838817,Roma,23-05-2018,13:30,Tamponamento Multiplo,,Nuvoloso,Buona,4,0,0,0
3838821,Roma,23-05-2018,18:15,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3838824,Roma,23-05-2018,20:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3838826,Roma,24-05-2018,02:20,Investimento di pedone,,Sereno,Insufficiente,0,2,0,1
3838850,Roma,23-05-2018,16:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3838856,Roma,22-05-2018,14:15,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3838858,Roma,23-05-2018,19:15,Tamponamento,,,,2,0,0,0
3838888,Roma,23-05-2018,18:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3838923,Roma,23-05-2018,17:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3838928,Roma,22-05-2018,19:40,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3838962,Roma,23-05-2018,18:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,0,1,0,0
3838974,Roma,22-05-2018,20:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3839009,Roma,22-05-2018,22:30,Tamponamento,,Nuvoloso,Sufficiente,2,1,0,0
3839013,Roma,23-05-2018,14:20,Tamponamento Multiplo,,Nuvoloso,Buona,3,2,0,0
3839025,Roma,23-05-2018,18:20,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3839038,Roma,24-05-2018,08:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3839048,Roma,23-05-2018,10:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3839050,Roma,24-05-2018,09:25,Investimento di pedone,,Sereno,Buona,1,1,0,0
3839064,Roma,22-05-2018,19:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,5,0,0,0
3839068,Roma,23-05-2018,16:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,2,0,0
3839079,Roma,23-05-2018,17:10,Infortunio per caduta del veicolo,,,,0,0,1,0
3839116,Roma,23-05-2018,10:05,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3839122,Roma,23-05-2018,19:45,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,0,1,0,0
3839124,Roma,24-05-2018,07:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3839144,Roma,24-05-2018,09:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3839153,Roma,23-05-2018,15:50,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,1,0,0
3839198,Roma,23-05-2018,18:25,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3839201,Roma,23-05-2018,16:50,Scontro frontale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3839251,Roma,24-05-2018,09:40,Veicolo in marcia contro veicolo fermo,,Sereno,Insufficiente,2,0,0,0
3839252,Roma,24-05-2018,10:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,3,0,0,0
3839254,Roma,24-05-2018,01:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3839260,Roma,23-05-2018,23:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,5,5,0,0
3839346,Roma,24-05-2018,04:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3839391,Roma,24-05-2018,11:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3839487,Roma,24-05-2018,14:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3839501,Roma,23-05-2018,10:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3839509,Roma,08-05-2018,18:30,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,1,0,0,0
3839516,Roma,24-05-2018,13:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3839543,Roma,23-05-2018,13:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3839568,Roma,24-05-2018,14:15,Tamponamento,,Sereno,Buona,1,1,0,0
3839596,Roma,24-05-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3839640,Roma,24-05-2018,14:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3839834,Roma,24-05-2018,16:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3839889,Roma,24-05-2018,17:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3839950,Roma,24-05-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3839951,Roma,24-05-2018,10:55,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3839961,Roma,23-05-2018,14:05,Tamponamento,,,,3,0,0,0
3839978,Roma,24-05-2018,14:40,Tamponamento,,Sereno,Buona,1,2,0,0
3839982,Roma,24-05-2018,07:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,1,1,0
3839986,Roma,24-05-2018,16:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3839993,Roma,24-05-2018,17:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
3840030,Roma,24-05-2018,18:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3840390,Roma,25-05-2018,00:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3840400,Roma,25-05-2018,04:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3840409,Roma,24-05-2018,18:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3840414,Roma,24-05-2018,06:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840420,Roma,24-05-2018,10:05,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,2,0,0,0
3840422,Roma,24-05-2018,12:25,Scontro laterale fra veicoli in marcia,,,,1,0,0,0
3840426,Roma,24-05-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3840427,Roma,24-05-2018,09:00,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3840428,Roma,24-05-2018,09:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3840430,Roma,24-05-2018,22:20,Infortunio per caduta del veicolo,,Sereno,Sufficiente,3,1,0,0
3840433,Roma,24-05-2018,20:20,Tamponamento,,Sereno,Sufficiente,1,1,0,0
3840435,Roma,24-05-2018,17:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3840437,Roma,24-05-2018,20:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840438,Roma,24-05-2018,10:15,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3840440,Roma,24-05-2018,21:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,2,0,0
3840443,Roma,24-05-2018,18:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,6,0,0,0
3840458,Roma,24-05-2018,09:00,Tamponamento,,,,2,0,0,0
3840460,Roma,24-05-2018,15:40,Tamponamento,,Sereno,Buona,2,0,0,0
3840463,Roma,24-05-2018,16:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3840464,Roma,24-05-2018,16:45,Tamponamento,,Sereno,Buona,4,0,0,0
3840469,Roma,24-05-2018,10:25,Tamponamento,,Sereno,Buona,1,2,0,0
3840480,Roma,24-05-2018,19:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3840484,Roma,24-05-2018,08:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3840493,Roma,24-05-2018,14:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3840507,Roma,25-05-2018,07:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3840516,Roma,24-05-2018,08:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840525,Roma,24-05-2018,18:40,Tamponamento Multiplo,,Sereno,Buona,4,1,0,0
3840538,Roma,25-05-2018,06:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3840542,Roma,24-05-2018,12:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840558,Roma,24-05-2018,18:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3840560,Roma,25-05-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3840567,Roma,24-05-2018,21:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3840571,Roma,24-05-2018,11:00,Tamponamento,,Sereno,Buona,2,0,0,0
3840596,Roma,24-05-2018,16:20,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3840608,Roma,24-05-2018,14:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3840647,Roma,24-05-2018,17:20,Tamponamento,,Sereno,Buona,2,0,0,0
3840655,Roma,24-05-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3840659,Roma,24-05-2018,18:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840660,Roma,24-05-2018,11:30,Tamponamento,,Sereno,Buona,2,1,0,0
3840662,Roma,24-05-2018,19:35,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3840666,Roma,24-05-2018,15:51,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,3,0,0,0
3840678,Roma,24-05-2018,08:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3840681,Roma,30-05-2018,17:50,Tamponamento,,Sereno,Buona,1,1,0,0
3840697,Roma,25-05-2018,09:00,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3840703,Roma,24-05-2018,18:31,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3840712,Roma,24-05-2018,18:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3840729,Roma,24-05-2018,22:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3840737,Roma,24-05-2018,07:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3840765,Roma,25-05-2018,08:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,3,1,0,0
3840780,Roma,25-05-2018,07:35,Investimento di pedone,,Sereno,Buona,1,0,0,1
3840790,Roma,24-05-2018,10:40,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
3840796,Roma,25-05-2018,10:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3840835,Roma,24-05-2018,18:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840852,Roma,25-05-2018,10:10,Veicoli in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3840868,Roma,24-05-2018,05:15,Scontro frontale fra veicoli in marcia,,Sereno,Insufficiente,0,2,0,0
3840978,Roma,24-05-2018,11:40,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3840985,Roma,25-05-2018,12:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3840996,Roma,24-05-2018,14:45,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3841014,Roma,24-05-2018,18:45,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3841017,Roma,25-05-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3841041,Roma,25-05-2018,12:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3841057,Roma,24-05-2018,21:35,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3841162,Roma,24-05-2018,18:00,Tamponamento,,Sereno,Buona,1,0,0,0
3841169,Roma,25-05-2018,07:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3841207,Roma,24-05-2018,12:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3841208,Roma,23-05-2018,18:35,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,2,1,0,0
3841222,Roma,24-05-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3841229,Roma,24-05-2018,16:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3841252,Roma,25-05-2018,15:00,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3841258,Roma,24-05-2018,11:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3841282,Roma,23-05-2018,19:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3841309,Roma,25-05-2018,13:50,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3841453,Roma,25-05-2018,11:30,Tamponamento,,Sereno,Sufficiente,1,1,0,0
3841455,Roma,24-05-2018,18:20,Infortunio per caduta del veicolo,,Sereno,Buona,0,2,0,0
3841463,Roma,25-05-2018,13:15,Tamponamento,,Sereno,Buona,1,1,0,0
3841479,Roma,25-05-2018,08:35,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3841515,Roma,25-05-2018,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3841543,Roma,25-05-2018,13:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3841633,Roma,25-05-2018,16:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3841669,Roma,25-05-2018,17:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3841701,Roma,25-05-2018,16:30,Scontro laterale fra veicoli in marcia,,,,3,0,0,0
3841710,Roma,25-05-2018,13:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3841724,Roma,25-05-2018,15:15,Scontro laterale fra veicoli in marcia,,Sereno,Insufficiente,3,0,0,0
3842098,Roma,25-05-2018,09:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3842100,Roma,25-05-2018,17:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3842114,Roma,25-05-2018,20:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3842117,Roma,25-05-2018,18:50,Investimento di pedone,,Sereno,Buona,1,1,0,0
3842132,Roma,25-05-2018,22:15,Investimento di pedone,,Sereno,Insufficiente,0,1,0,0
3842136,Roma,25-05-2018,06:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3842175,Roma,25-05-2018,09:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,4,0,0,0
3842176,Roma,25-05-2018,18:25,Investimento di pedone,,Sereno,Buona,0,3,0,0
3842182,Roma,26-05-2018,02:00,Fuoriuscita dalla sede stradale,,,,2,0,0,0
3842191,Roma,25-05-2018,17:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3842195,Roma,25-05-2018,21:20,Investimento di pedone,,Sereno,Buona,1,2,0,0
3842211,Roma,25-05-2018,21:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3842215,Roma,25-05-2018,10:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3842219,Roma,25-05-2018,12:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3842224,Roma,25-05-2018,14:00,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3842227,Roma,25-05-2018,16:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3842230,Roma,25-05-2018,16:00,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3842233,Roma,25-05-2018,16:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3842235,Roma,25-05-2018,17:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3842238,Roma,26-05-2018,00:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3842252,Roma,25-05-2018,17:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3842258,Roma,25-05-2018,16:59,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3842282,Roma,26-05-2018,01:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3842285,Roma,25-05-2018,21:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,2,0,0,0
3842296,Roma,26-05-2018,04:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3842310,Roma,25-05-2018,21:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3842313,Roma,26-05-2018,01:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3842323,Roma,25-05-2018,23:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,3,0,0,0
3842488,Roma,26-05-2018,08:45,Veicolo in marcia contro veicoli fermi,,Sereno,Buona,5,0,0,0
3842500,Roma,26-05-2018,10:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3842518,Roma,26-05-2018,10:35,Tamponamento,,Sereno,Buona,3,1,0,0
3842728,Roma,25-05-2018,12:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3842730,Roma,25-05-2018,16:10,Tamponamento Multiplo,,Sereno,Buona,1,2,0,0
3842732,Roma,25-05-2018,11:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3842758,Roma,25-05-2018,18:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3842762,Roma,25-05-2018,13:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3842767,Roma,25-05-2018,21:30,Veicolo in marcia contro veicolo fermo,,Sereno,Sufficiente,2,1,0,0
3842782,Roma,25-05-2018,18:15,Tamponamento,,Sereno,Buona,1,1,0,0
3842811,Roma,25-05-2018,20:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,0,3,0,0
3842818,Roma,26-05-2018,13:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3842838,Roma,25-05-2018,15:00,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,3,0,0
3842843,Roma,26-05-2018,13:05,Tamponamento Multiplo,,Sereno,Buona,6,0,0,0
3842871,Roma,26-05-2018,01:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,6,0,0,0
3842987,Roma,26-05-2018,04:30,Investimento di pedone,,Sereno,Buona,1,0,1,0
3843007,Roma,26-05-2018,07:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3843069,Roma,26-05-2018,12:30,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3843079,Roma,26-05-2018,13:35,Tamponamento,,,,0,1,0,0
3843419,Roma,26-05-2018,18:25,Tamponamento,,Sereno,Buona,1,1,0,0
3843427,Roma,27-05-2018,00:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,2,0,0,0
3843439,Roma,26-05-2018,19:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3843457,Roma,26-05-2018,21:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,1,0,0
3843460,Roma,26-05-2018,19:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3843481,Roma,27-05-2018,01:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,3,0,0
3843489,Roma,27-05-2018,06:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3843497,Roma,26-05-2018,14:00,Tamponamento,,Sereno,Buona,2,1,0,0
3843512,Roma,27-05-2018,06:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,1,0
3843534,Roma,26-05-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3843559,Roma,26-05-2018,18:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3843585,Roma,26-05-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3843589,Roma,26-05-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3843620,Roma,26-05-2018,20:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3843686,Roma,27-05-2018,00:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3843769,Roma,26-05-2018,11:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3843779,Roma,26-05-2018,17:50,Tamponamento,,,,2,2,0,0
3843785,Roma,26-05-2018,18:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3843788,Roma,26-05-2018,19:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3843799,Roma,26-05-2018,19:45,Tamponamento,,Sereno,Buona,2,0,0,0
3843947,Roma,27-05-2018,16:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3843985,Roma,26-05-2018,10:55,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3844001,Roma,26-05-2018,11:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3844120,Roma,26-05-2018,11:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3844131,Roma,23-05-2018,06:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3844140,Roma,26-05-2018,16:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3844151,Roma,26-05-2018,17:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3844156,Roma,27-05-2018,11:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3844168,Roma,27-05-2018,17:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3844201,Roma,26-05-2018,14:40,Tamponamento,,Sereno,Buona,5,0,0,0
3844214,Roma,26-05-2018,16:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3844299,Roma,28-05-2018,00:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,1
3844443,Roma,27-05-2018,23:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,3,0,0
3844462,Roma,27-05-2018,19:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3844463,Roma,26-05-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3844466,Roma,27-05-2018,16:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3844478,Roma,27-05-2018,11:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3844479,Roma,25-05-2018,08:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3844489,Roma,27-05-2018,13:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3844493,Roma,26-05-2018,13:20,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,1,0,0
3844511,Roma,27-05-2018,02:15,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3844517,Roma,27-05-2018,22:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,0,2,0,0
3844531,Roma,27-05-2018,19:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3844533,Roma,26-05-2018,17:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3844534,Roma,26-05-2018,22:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3844541,Roma,27-05-2018,20:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
3844548,Roma,25-05-2018,15:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3844552,Roma,26-05-2018,14:50,Investimento di pedone,,Sereno,Buona,2,1,0,0
3844556,Roma,27-05-2018,02:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3844562,Roma,27-05-2018,00:45,Investimento di pedone,,Sereno,Buona,2,1,0,0
3844568,Roma,27-05-2018,08:05,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3844571,Roma,25-05-2018,20:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3844573,Roma,27-05-2018,15:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3844574,Roma,25-05-2018,10:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3844580,Roma,25-05-2018,23:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3844582,Roma,25-05-2018,12:05,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,2,0,0,0
3844584,Roma,26-05-2018,04:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3844585,Roma,26-05-2018,12:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3844586,Roma,27-05-2018,14:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,2,0,0
3844587,Roma,26-05-2018,16:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3844588,Roma,25-05-2018,19:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3844593,Roma,26-05-2018,20:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,1,0
3844594,Roma,27-05-2018,03:00,Veicolo in marcia contro ostacolo fisso,,,,0,1,0,0
3844595,Roma,25-05-2018,21:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3844596,Roma,28-05-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3844597,Roma,27-05-2018,08:40,Veicolo in marcia contro ostacolo fisso,,,,0,1,0,0
3844599,Roma,25-05-2018,16:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
