Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Natura
Roma,2018-01-03,16:20,VIA PRENESTINA,"(41.893619999999999,12.60468)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-03,17:00,VIALE IPPOCRATE,"(41.909010000000002,12.520860000000001)",4,1,0,0,Tamponamento
Roma,2018-01-03,17:20,VIALE LIBANO,"(41.821899999999999,12.46419)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,17:20,VIALE DI TOR DI QUINTO,"(41.938429999999997,12.47866)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,17:30,VIALE GUGLIELMO MARCONI,"(41.847029999999997,12.47578)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,17:35,PIAZZA CAMERINO,"(41.887189999999997,12.51886)",6,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,17:40,VIA TIBURTINA,"(41.926020000000001,12.57414)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,17:40,VIA TIBURTINA,"(41.908700000000003,12.545400000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,17:50,VIA DEL PORTO FLUVIALE,"(41.872419999999998,12.4787)",1,1,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-03,17:55,VIA DI PASSO LOMBARDO,"(41.831189999999999,12.635619999999999)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,18:00,VIA ELENIANA,"(41.890349999999998,12.51468)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,18:00,LUNGOTEVERE DEGLI INVENTORI,"(41.86101,12.46522)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-03,18:00,VIA MARSALA,"(41.901980000000002,12.50314)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,18:00,VIA DI ACQUA ACETOSA OSTIENSE,"(41.804839999999999,12.46733)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,18:10,VIA LUIGI ERCOLE MORSELLI,"(41.82535,12.412089999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,18:10,VIALE GIUSTINIANO IMPERATORE,"(41.855919999999998,12.48413)",1,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,18:15,VIA DELLA STAZIONE DI CIAMPINO,"(41.811010000000003,12.61402)",1,1,0,0,Investimento di pedone
Roma,2018-01-03,18:20,VIALE GUGLIELMO MARCONI,"(41.864910000000002,12.46871)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,18:20,VIA MARMORATA,"(41.90278,12.496370000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,18:50,PIAZZA MANFREDO FANTI,"(41.897269999999999,12.50292)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,19:10,VIA PIO FOA',"(41.879759999999997,12.449479999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,19:30,VIA CARLO CASINI,"(41.782319999999999,12.33742)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,20:00,VIALE GIUSEPPE SIRTORI,"(41.855559999999997,12.448560000000001)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,20:15,VIALE DEL TINTORETTO,"(41.837960000000002,12.484030000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,20:30,VIA POMEZIA,"(41.880470000000003,12.511670000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,20:40,VIA ALADINO GOVONI,"(41.926029999999997,12.445399999999999)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-03,20:45,PIAZZA DELLE CINQUE GIORNATE,"(41.914180000000002,12.46918)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,21:00,VIA DI BOCCEA,"(41.9285,12.353490000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,21:10,VIA DI TOR CARBONE,"(41.83229,12.534079999999999)",1,3,0,0,Tamponamento
Roma,2018-01-03,21:40,VIA AUGUSTO DULCERI,"(41.883920000000003,12.54045)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,22:40,VIA PRENESTINA,"(41.89376,12.59783)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,22:55,VIA AURELIA,"(41.887520000000002,12.388730000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,23:45,CIRCONVALLAZIONE TIBURTINA,"(41.89931,12.527900000000001)",6,0,0,0,Tamponamento Multiplo
Roma,2018-01-04,00:10,VIA CRISTOFORO COLOMBO,"(41.83287,12.470420000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,00:24,VIALE DEI ROMANISTI,"(41.869,12.57578)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,01:00,VIA PORTUENSE,"(41.862270000000002,12.45335)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,01:00,VIA DI PANICO,"(41.900359999999999,12.467610000000001)",0,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-04,01:00,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.886870000000002,12.50672)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,01:05,LARGO EMANUELE RUSPOLI,"(41.85801,12.45543)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,06:40,VIA DI TOR TRE TESTE,"(41.873550000000002,12.58648)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,07:00,VIA NERVIANO,"(41.946429999999999,12.38869)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,07:55,VIA SEVERINO GRATTONI,"(41.890009999999997,12.512560000000001)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,09:00,VIA DELLA CORAZZATA,"(41.736440000000002,12.26379)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,09:00,VIA PORTUENSE,"(41.827179999999998,12.35585)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,09:00,VIA APULIA,"(41.881219999999999,12.50459)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-04,09:05,VIA CRISTOFORO COLOMBO,"(41.811459999999997,12.45988)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,09:30,VIA FANNY TACCHINARDI,"(41.925820000000002,12.420640000000001)",1,1,0,0,Investimento di pedone
Roma,2018-01-04,09:30,VIA ANTON DOMENICO GABBIANI,"(41.87115,12.62848)",2,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-04,09:45,VIA GIACINTO CARINI,"(41.883339999999997,12.46067)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,09:45,VIA DEL CAPPELLACCIO,"(41.832500000000003,12.45248)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,09:50,VIA TIBURTINA,"(41.932600000000001,12.58672)",1,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,10:00,VIA DELLE VIGNE DI MORENA,"(41.813510000000001,12.60134)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,10:20,VIA GIOVANNI KOBLER,"(41.81156,12.510579999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,10:30,VIA SILVIO D'AMICO,"(41.850969999999997,12.47939)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-04,10:30,VIA CARDINAL D'AVANZO,"(41.924399999999999,12.414770000000001)",1,1,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-04,10:45,LUNGOTEVERE DELLE NAVI,"(41.916640000000001,12.471579999999999)",3,1,0,0,Tamponamento
Roma,2018-01-04,10:55,VIA DEL FOSSO DI S. MAURA,"(41.86016,12.58555)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,11:00,VIA GIOVANNI ALDEGA,"(41.91677,12.49413)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,11:00,VIA PRENESTINA,"(41.893459999999997,12.61059)",1,1,0,0,Tamponamento
Roma,2018-01-04,11:15,VIA DI ACILIA,"(41.783459999999998,12.36478)",4,0,0,0,Tamponamento
Roma,2018-01-04,11:30,VIALE CAMILLO SABATINI,"(41.819299999999998,12.441459999999999)",4,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,11:30,LUNGOMARE LUTAZIO CATULO,"(41.716630000000002,12.310140000000001)",2,0,0,0,Tamponamento
Roma,2018-01-04,11:30,CORSO DI FRANCIA,"(41.94182,12.47063)",2,1,0,0,Tamponamento
Roma,2018-01-04,11:45,VIA CARLO CASINI,"(41.782319999999999,12.33742)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,12:00,VIA LEON PANCALDO,"(41.860840000000003,12.50113)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,12:00,LUNGOTEVERE DEI PIERLEONI,"(41.890599999999999,12.47949)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-04,12:20,VIA TIBURTINA,"(41.9099,12.54785)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,12:40,LARGO GIULIO ONESTI,"(41.937519999999999,12.493779999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,12:55,VIA TUSCOLANA,"(41.85859,12.55932)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,13:18,VIA APPIA NUOVA,"(41.884500000000003,12.51057)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-04,13:45,VIA CASTELFIDARDO,"(41.905439999999999,12.50224)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-04,13:55,VIA DEGLI SCIPIONI,"(41.90889,12.45946)",1,1,0,0,Investimento di pedone
Roma,2018-01-04,14:30,VIA LOAZZOLO,"(41.928319999999999,12.374499999999999)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,14:30,VIA TUSCOLANA,"(41.838509999999999,12.59198)",6,0,0,0,Tamponamento Multiplo
Roma,2018-01-04,14:30,VIA CALTAGIRONE,"(41.909109999999998,12.65498)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-04,14:40,VIA TRIONFALE,"(41.940860000000001,12.422940000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,15:15,VIA TEANO,"(41.89067,12.544169999999999)",3,1,0,0,Tamponamento Multiplo
Roma,2018-01-04,15:20,VIA TORRE DI MEZZAVIA,"(41.834440000000001,12.5954)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,15:45,VIA DI ACILIA,"(41.775309999999998,12.370469999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,16:20,VIA DI TOR S. GIOVANNI,"(41.974699999999999,12.55256)",2,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-04,16:25,LUNGOTEVERE SALVO D'ACQUISTO,"(41.935040000000001,12.46969)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,16:30,VIA GIOVANNI SILVESTRI,"(41.84834,12.615819999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-04,16:55,VIA BERNARDINO ALIMENA,"(41.848550000000003,12.5975)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,17:00,VIA PONTINA,"(41.796169999999996,12.45265)",1,1,0,0,Tamponamento
Roma,2018-01-04,17:20,GALLERIA GIOVANNI XXIII,"(41.940519999999999,12.441280000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-04,17:20,GALLERIA GIOVANNI XXIII,"(41.940519999999999,12.441280000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-04,17:25,VIA DI BOCCEA,"(41.920169999999999,12.376329999999999)",3,0,0,0,Tamponamento
Roma,2018-01-04,17:30,VIA SALARIA,"(41.987050000000004,12.51783)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,17:30,VIA DI PIETRALATA,"(41.913980000000002,12.555759999999999)",1,1,0,0,Investimento di pedone
Roma,2018-01-04,17:40,VIA DELLA STAZIONE DI PAVONA,"(41.717669999999998,12.586980000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,17:50,VIA AURELIA,"(41.887520000000002,12.388730000000001)",2,0,1,0,Investimento di pedone
Roma,2018-01-04,18:00,VIA DEL CASALETTO,"(41.866599999999998,12.43802)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,18:30,VIA TUSCOLANA,"(41.87941,12.52206)",1,0,1,0,Investimento di pedone
Roma,2018-01-04,18:45,CIRCONVALLAZIONE TIBURTINA,"(41.89931,12.527900000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-04,19:00,VIA MERULANA,"(41.890090000000001,12.50282)",2,0,0,0,Investimento di pedone
Roma,2018-01-04,19:30,VIA MISILMERI,"(41.861400000000003,12.67271)",0,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,19:40,VIALE DEL MURO TORTO,"(41.910800000000002,12.481640000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,19:45,VIA DI CASALOTTI,"(41.915770000000002,12.369009999999999)",3,1,0,0,Tamponamento Multiplo
Roma,2018-01-04,20:00,VIALE DUILIO CAMBELLOTTI,"(41.867359999999998,12.629630000000001)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-04,20:20,VIA UGO OJETTI,"(41.94923,12.55613)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-04,20:50,VIA DI TOR PIGNATTARA,"(41.879219999999997,12.542)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-04,20:50,VIA LUCREZIA ROMANA,"(41.831359999999997,12.57906)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,21:15,VIA GIULIO ARISTIDE SARTORIO,"(41.852229999999999,12.50109)",8,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,21:15,VIA ANDREA MILLEVOI,"(41.820399999999999,12.51709)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-01-04,21:20,VIA PORTUENSE,"(41.851419999999997,12.43398)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-04,22:10,VIA DEI FELTRESCHI,"(41.883809999999997,12.42409)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,23:10,VIA GERMANICO,"(41.908340000000003,12.46026)",5,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-04,23:20,VIA GIACINTO CARINI,"(41.885179999999998,12.460940000000001)",2,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,04:00,VIA UGO OJETTI,"(41.94923,12.55613)",0,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-05,04:40,PIAZZA DEL COLOSSEO,"(41.890630000000002,12.493259999999999)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,05:00,PIAZZA DEL GAZOMETRO,"(41.870109999999997,12.479620000000001)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-05,07:20,VIALE CORTINA D'AMPEZZO,"(41.945970000000003,12.438639999999999)",2,0,0,0,Tamponamento
Roma,2018-01-05,07:25,VIA DEL TEATRO DI MARCELLO,"(41.89311,12.48123)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-05,07:30,VIA DI TORRENOVA,"(41.877540000000003,12.61853)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,07:35,VIA DI BRAVETTA,"(41.883800000000001,12.424099999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-05,07:40,VIA DEL TEATRO DI MARCELLO,"(41.89311,12.48123)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-05,08:00,VIA CASILINA,"(41.863120000000002,12.6302)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-05,08:00,VIA DI PRATICA,"(41.727220000000003,12.430960000000001)",0,2,0,0,Fuoriuscita dalla sede stradale
Roma,2018-01-05,08:05,VIADOTTO GIUSEPPE SARAGAT,"(41.978499999999997,12.515420000000001)",1,0,1,0,Investimento di pedone
Roma,2018-01-05,08:10,VIA DINO PENAZZATO,"(41.898319999999998,12.56579)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,09:00,CORSO VITTORIO EMANUELE II,"(41.897179999999999,12.471450000000001)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,09:00,VIALE DELL'UNIVERSITA',"(41.903689999999997,12.509969999999999)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,09:30,VIA FLAMINIA,"(41.995269999999998,12.49602)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-05,09:40,VIA ANTONIO PANE,"(41.899729999999998,12.38749)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,09:50,VIA NOMENTANA,"(41.925759999999997,12.52234)",3,1,0,0,Tamponamento
Roma,2018-01-05,10:00,VIA DELLA CECCHINA,"(41.948819999999998,12.54095)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,10:30,VIALE PALMIRO TOGLIATTI,"(41.887180000000001,12.57334)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,10:35,VIA GREGORIO VII,"(41.896239999999999,12.44346)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,10:45,VIA S. GIUSEPPE DA COPERTINO,"(41.817100000000003,12.484450000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,10:55,VIA AURELIA,"(41.887520000000002,12.388730000000001)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-05,11:10,VIALE CAMILLO SABATINI,"(41.816969999999998,12.43886)",4,0,0,0,Tamponamento Multiplo
Roma,2018-01-05,11:10,VIA PORTUENSE,"(41.85201,12.43425)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,11:30,VIA DI MACCHIA SAPONARA,"(41.767490000000002,12.357620000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,11:40,LUNGOTEVERE TOR DI NONA,"(41.90211,12.47152)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,11:45,VIALE LIBIA,"(41.930030000000002,12.51707)",1,2,0,0,Investimento di pedone
Roma,2018-01-05,11:58,VIA BERNARDINO ALIMENA,"(41.846829999999997,12.6059)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,12:05,VIA TUSCOLANA,"(41.854689999999998,12.565440000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,12:30,VIA CERNAIA,"(41.904380000000003,12.497159999999999)",0,1,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,13:00,VIA FRANCESCO CARACCIOLO,"(41.90869,12.452030000000001)",5,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-05,13:00,VIA MONTEROSI,"(41.950339999999997,12.47575)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,13:05,VIA DI MEZZOCAMMINO,"(41.786360000000002,12.43352)",2,0,0,0,Tamponamento
Roma,2018-01-05,13:15,VIA ALESSIO BALDOVINETTI,"(41.83137,12.49433)",3,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,13:45,VIA DEL FORO ITALICO,"(41.939909999999998,12.483750000000001)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-05,13:50,VIA ANAGNINA,"(41.838230000000003,12.5899)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,13:55,VIALE DI VIGNA PIA,"(41.863509999999998,12.45913)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,14:00,VIA DI SAPONARA,"(41.77966,12.36102)",2,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-05,14:15,PIAZZALE APPIO,"(41.885420000000003,12.50956)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,14:20,PIAZZA GIUSEPPE GIOACHINO BELLI,"(41.89011,12.47438)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,14:30,VIA DI BACCANELLO,"(42.062899999999999,12.356949999999999)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-05,15:30,LUNGOTEVERE DEI MELLINI,"(41.90766,12.472720000000001)",2,0,0,0,Tamponamento
Roma,2018-01-05,15:40,VIA TRIONFALE,"(41.940649999999998,12.42299)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,15:45,PIAZZA VENEZIA,"(41.89629,12.482620000000001)",2,0,0,0,Tamponamento
Roma,2018-01-05,15:50,VIA DI BOCCEA,"(41.911299999999997,12.397589999999999)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,16:00,VIA CHIARI,"(41.8735,12.62397)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,16:05,VIA DI ACILIA,"(41.783110000000001,12.365360000000001)",3,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-05,16:15,VIA MARY PANDOLFI DE RINALDIS,"(41.842109999999998,12.62133)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-05,16:30,VIALE DELL'OCEANO PACIFICO,"(41.82197,12.459199999999999)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-05,16:40,VIA TRIONFALE,"(41.984090000000002,12.40699)",2,0,0,0,Tamponamento
Roma,2018-01-05,17:00,VIALE PALMIRO TOGLIATTI,"(41.877800000000001,12.572050000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,17:30,VIA QUINTILIO VARO,"(41.851649999999999,12.568300000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,17:50,VIA APPIA PIGNATELLI,"(41.85333,12.526400000000001)",2,1,0,0,Tamponamento Multiplo
Roma,2018-01-05,18:00,VIA SANNIO,"(41.88409,12.50736)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,18:15,VIA CESARE BATTISTI,"(41.896700000000003,12.482950000000001)",3,0,0,0,Investimento di pedone
Roma,2018-01-05,18:20,VIA DI MEZZOCAMMINO,"(41.787849999999999,12.43488)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-05,18:30,VIA PRENESTINA,"(41.893459999999997,12.61059)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-05,18:30,VIA TRIONFALE,"(41.940860000000001,12.422940000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,18:30,VIA STATILIO OTTATO,"(41.855580000000003,12.56725)",2,1,0,0,Investimento di pedone
Roma,2018-01-05,18:30,CIRCONVALLAZIONE TUSCOLANA,"(41.850450000000002,12.56705)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-05,18:30,VIA PORTUENSE,"(41.827179999999998,12.35585)",2,0,0,0,Tamponamento
Roma,2018-01-05,18:35,LUNGOMARE PAOLO TOSCANELLI,"(41.727260000000001,12.283810000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-05,18:40,PIAZZALE FLAMINIO,"(41.911760000000001,12.474970000000001)",1,1,0,0,Tamponamento
Roma,2018-01-05,18:45,VIA DI TOR BELLA MONACA,"(41.863010000000003,12.64057)",3,0,0,0,Tamponamento
Roma,2018-01-05,19:00,VIA UGO DE CAROLIS,"(41.916049999999998,12.43953)",2,0,0,0,Tamponamento
Roma,2018-01-05,19:10,VIA PORTUENSE,"(41.85924,12.45008)",2,1,0,0,Investimento di pedone
Roma,2018-01-05,19:30,VIA ERMANNO WOLF FERRARI,"(41.748170000000002,12.377940000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
