Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-11-03,22:25,VIA CASTELLANA ,"(38.12576,13.300083)",,1,,,,,,,,,
Palermo,2018-11-03,20:15,VIA CASTELFORTE ,"(38.173038,13.327039)",,1,,,,,,,,,
Palermo,2018-11-03,20:00,VIALE REGIONE SICILIANA N.O. ,"(38.167669,13.302901)",,,,,,,,,,,
Palermo,2018-11-03,20:30,VIA ORETO ,"(38.093557,13.375476)",,,,,,,,,,,
Palermo,2018-11-03,21:40,VIALE LEONARDO DA VINCI ,"(38.128713,13.329877)",,,,,,,,,,,
Palermo,2018-11-01,19:50,LUNGOMARE COLOMBO CRISTOFORO ,"(38.188579,13.351733)",,,,,,,,,,,
Palermo,2018-11-04,12:30,VIA LODATO GAETANO ,"(38.107326,13.355901)",,2,,,,,,,,,
Palermo,2018-11-04,19:10,VIA PAPIRETO ,"(38.117198,13.351369)",,2,,,,,,,,,
Palermo,2018-10-29,14:00,VIA PIAZZI GIUSEPPE ,"(38.123178,13.347547)",,,,,,,,,,,
Palermo,2018-11-03,07:40,VIA NOTARBARTOLO EMANUELE ,"(38.131467,13.341208)",,,,,,,,,,,
Palermo,2018-11-05,07:20,VIA OLIO DI LINO ,"(38.084672,13.326121)",,,,,,,,,,,
Palermo,2018-11-03,20:20,VIA PARUTA FILIPPO ,"(38.098065,13.31786)",,,,,,,,,,,
Palermo,2018-11-04,09:50,VIA PALMERI NICCOLO' ,"(38.110359,13.367153)",,,,,,,,,,,
Palermo,2018-11-05,09:15,CORSO TUKORY ,"(38.109061,13.360082)",,3,,,,,,,,,
Palermo,2018-11-05,11:27,PIAZZA SETT'ANGELI ,"(38.115143,13.356864)",,2,,,,,,,,,
Palermo,2018-10-18,06:30,VIA BELGIO ,"(38.150329,13.329011)",,,,,,,,,,,
Palermo,2018-10-29,10:00,VIA NOTARBARTOLO EMANUELE ,"(38.133302,13.347569)",,1,,,,,,,,,
Palermo,2018-10-31,18:45,VIALE DE MAURO MAURO ,"(38.130367,13.302999)",,,,,,,,,,,
Palermo,2018-10-31,08:10,PIAZZA VERDI GIUSEPPE ,"(38.121214,13.357689)",,,,,,,,,,,
Palermo,2018-11-05,16:16,VIA SIRACUSA ,"(38.128107,13.353156)",,1,,,,,,,,,
Palermo,2018-10-31,17:45,VIALE DE MAURO MAURO ,"(38.130249,13.302994)",,,,,,,,,,,
Palermo,2018-11-01,08:45,VIALE REGIONE SICILIANA N.O. ,"(38.148768,13.326378)",,,,,,,,,,,
Palermo,2018-11-04,20:00,VIALE REGIONE SICILIANA N.O. ,"(38.161261,13.310344)",,,,,,,,,,,
Palermo,2018-10-29,12:45,VIA ORETO ,"(38.096341,13.374305)",,,,,,,,,,,
Palermo,2018-10-29,15:20,VIA ABRUZZI ,"(38.14458,13.334405)",,,,,,,,,,,
Palermo,2018-11-05,19:50,PIAZZA ZIINO OTTAVIO ,"(38.130583,13.337872)",,1,,,,,,,,,
Palermo,2018-11-05,21:45,VIA NOTARBARTOLO EMANUELE ,"(38.13292,13.346525)",,2,,,,,,,,,
Palermo,2018-11-06,01:00,VIALE GALILEO GALILEI ,"(38.133502,13.33371)",,,,,,,,,,,
Palermo,2018-11-06,09:05,VIA ROMA ,"(38.116562,13.363422)",,1,,,,,,,,,
Palermo,2018-11-06,08:50,VIA ORETO ,"(38.108051,13.366197)",,2,,,,,,,,,
Palermo,2018-11-06,09:50,VIA PRINCIPE DI PATERNO' ,"(38.140664,13.343177)",,1,,,,,,,,,
Palermo,2018-11-06,10:30,VIALE PERTINI SANDRO ,"(38.175005,13.315625)",,1,,,,,,,,,
Palermo,2018-11-06,11:45,VIA MONTEPELLEGRINO ,"(38.136597,13.35881)",,1,,,,,,,,,
Palermo,2018-11-06,14:50,VIALE STRASBURGO ,"(38.155272,13.327759)",,1,,,,,,,,,
Palermo,2018-11-06,07:50,VIA SACRA ,"(38.152038,13.335846)",,1,,,,,,,,,
Palermo,2018-11-06,16:20,VIALE REGIONE SICILIANA N.O. ,"(38.123273,13.329537)",,1,,,,,,,,,
Palermo,2018-11-06,17:15,VIALE STRASBURGO ,"(38.159173,13.323924)",,1,,,,,,,,,
Palermo,2018-10-25,16:00,PIAZZETTA PORTA GUCCIA ,"(38.117519,13.351464)",,,,,,,,,,,
Palermo,2018-10-29,12:50,CORSO CALATAFIMI ,"(38.105052,13.334925)",,,,,,,,,,,
Palermo,2018-10-29,13:00,VIA MARCONI GUGLIELMO ,"(38.1247,13.34785)",,,,,,,,,,,
Palermo,2018-10-29,15:00,VIA RE ENZO ,"(38.116484,13.336644)",,,,,,,,,,,
Palermo,2018-10-29,15:13,VIA CIAULA MAURO ,"(38.100982,13.336266)",,,,,,,,,,,
Palermo,2018-10-29,19:05,FORO UMBERTO I ,"(38.115089,13.376158)",,,,,,,,,,,
Palermo,2018-10-30,22:50,VIA LINCOLN ,"(38.111071,13.36744)",,,,,,,,,,,
Palermo,2018-10-31,13:40,PZZA ORLANDO VITTORIO EMANUELE ,"(38.119734,13.350922)",,1,,,,,,,,,
Palermo,2018-10-31,18:30,VIA MATTEI ENRICO ,"(38.092668,13.398221)",,,,,,,,,,,
Palermo,2018-11-05,00:00,VIA LO JACONO FRANCESCO ,"(38.13108,13.346254)",,,,,,,,,,,
Palermo,2018-11-05,09:30,VIALE DEI PICCIOTTI ,"(38.108154,13.376865)",,1,,,,,,,,,
Palermo,2018-11-06,18:00,VIALE AMEDEO D'AOSTA ,"(38.100544,13.383702)",,1,,,,,,,,,
Palermo,2018-11-06,22:30,VIA PONTE DI MARE ,"(38.112752,13.37784)",,1,,,,,,,,,
Palermo,2018-11-07,09:30,VIA ANGIO' ,"(38.140996,13.356087)",,1,,,,,,,,,
Palermo,2018-11-06,16:30,VIA ROMA ,"(38.11673,13.363674)",,,,,,,,,,,
Palermo,2018-11-07,10:20,VIA ALBIRI ,"(38.087101,13.357643)",,,,,,,,,,,
Palermo,2018-11-07,11:00,VIA PASUBIO ,"(38.142202,13.343054)",,,,,,,,,,,
Palermo,2018-11-07,11:50,VIA DELLA LIBERTA' ,"(38.128798,13.352544)",,3,,,,,,,,,
Palermo,2018-11-07,15:30,VIALE MICHELANGELO ,"(38.13848,13.32538)",,2,,,,,,,,,
Palermo,2018-11-07,15:35,VIA BASILE ERNESTO ,"(38.107125,13.354352)",,1,,,,,,,,,
Palermo,2018-11-07,18:00,VIA DON GIOVANNI MINZONI ,"(38.144651,13.350762)",,1,,,,,,,,,
Palermo,2018-11-08,10:20,VIA DELLA LIBERTA' ,"(38.127984,13.353845)",,2,,,,,,,,,
Palermo,2018-11-08,11:30,VIA ROSSA GUIDO ,"(38.082601,13.361266)",,2,,,,,,,,,
Palermo,2018-11-08,15:30,VIALE DEL FANTE ,"(38.160152,13.334897)",,2,,,,,,,,,
Palermo,2018-11-08,17:00,VIA DELLA LIBERTA' ,"(38.127672,13.354171)",,,,,,,,,,,
Palermo,2018-10-22,10:00,VIA TIRO A SEGNO ,"(38.107775,13.374105)",,,,,,,,,,,
Palermo,2018-11-08,17:30,VIALE MICHELANGELO ,"(38.134955,13.313722)",,,,,,,,,,,
Palermo,2018-10-29,15:00,VIA CHIRONE ,"(38.192338,13.312702)",,,,,,,,,,,
Palermo,2018-10-29,15:00,VIA SCIUTI GIUSEPPE ,"(38.135259,13.341426)",,,,,,,,,,,
Palermo,2018-11-01,03:50,VIA LA FARINA GIUSEPPE ,"(38.128901,13.349573)",,,,,,,,,,,
Palermo,2018-11-03,22:00,VIALE REGIONE SICILIANA N.O. ,"(38.16783,13.302163)",,,,,,,,,,,
Palermo,2018-11-05,14:40,VIA TRENTACOSTE DOMENICO ,"(38.13993,13.35069)",,,,,,,,,,,
Palermo,2018-11-07,10:20,VIALE DEL FANTE ,"(38.148513,13.342772)",,,,,,,,,,,
Palermo,2018-11-07,17:00,SVINCOLO DI SALVO ROSARIO ,"(38.148978,13.326746)",,,,,,,,,,,
Palermo,2018-11-08,08:50,VIALE DE MAURO MAURO ,"(38.126954,13.302637)",,1,,,,,,,,,
Palermo,2018-11-09,11:30,VIALE REGIONE SICILIANA N.O. ,"(38.123273,13.329537)",,,,,,,,,,,
Palermo,2018-11-09,13:00,VIA CRISPI FRANCESCO ,"(38.127513,13.362107)",,1,,,,,,,,,
Palermo,2018-11-09,13:40,VIALE CROCE ROSSA ,"(38.149654,13.339941)",,1,,,,,,,,,
Palermo,2018-11-09,15:10,CORSO CALATAFIMI ,"(38.108891,13.344195)",,3,,,,,,,,,
Palermo,2018-11-09,19:20,VIALE REGIONE SICILIANA S.E. ,"(38.089905,13.374414)",,1,,,,,,,,,
Palermo,2018-11-09,22:10,VIA PANTALICA ,"(38.126598,13.29289)",,1,,,,,,,,,
Palermo,2018-11-10,05:20,VIA CALA ,"(38.119994,13.366363)",,1,,,,,,,,,
Palermo,2018-11-10,04:00,VIA PITRE' GIUSEPPE ,"(38.110109,13.320631)",,2,,,,,,,,,
Palermo,2018-11-10,15:10,VIA BENTIVEGNA FRANCESCO ,"(38.123216,13.360628)",,1,,,,,,,,,
Palermo,2018-11-10,13:18,VIA MALASPINA ,"(38.12949,13.339244)",,1,,,,,,,,,
Palermo,2018-11-10,19:10,VIA STABILE MARIANO ,"(38.122472,13.356047)",,,,,,,,,,,
Palermo,2018-11-10,19:10,PIAZZALE CADUTI DI EL ALAMEIN ,"(38.174556,13.312514)",,2,,,,,,,,,
Palermo,2018-11-11,03:00,VIALE DIANA ,"(38.159068,13.343061)",,6,,,,,,,,,
Palermo,2018-11-11,09:10,VIALE REGIONE SICILIANA S.E. ,"(38.097118,13.334272)",,,,,,,,,,,
Palermo,2018-11-11,06:00,VIA PEREZ FRANCESCO PAOLO ,"(38.105824,13.366614)",,1,,,,,,,,,
Palermo,2018-11-11,02:00,VIA XX SETTEMBRE ,"(38.127019,13.352236)",,3,,,,,,,,,
Palermo,2018-11-11,04:00,VIA CRISPI FRANCESCO ,"(38.123975,13.364067)",,,,,,,,,,,
Palermo,2018-11-11,17:00,VIALE MARIA SS. MEDIATRICE ,"(38.101188,13.334587)",,3,,,,,,,,,
Palermo,2018-11-11,17:40,CORSO DEI MILLE ,"(38.09169,13.412557)",,,,,,,,,,,
Palermo,2018-11-09,22:30,VIA CESALPINO ANDREA ,"(38.101363,13.353903)",,2,,,,,,,,,
Palermo,2018-11-12,11:45,VIA CRISPI FRANCESCO ,"(38.125756,13.363534)",,1,,,,,,,,,
Palermo,2018-11-12,13:00,LUNGOMARE COLOMBO CRISTOFORO ,"(38.188661,13.351633)",,1,,,,,,,,,
Palermo,2018-11-12,19:50,VIA LAURANA FRANCESCO ,"(38.135167,13.351753)",,2,,,,,,,,,
Palermo,2018-11-12,20:35,VIA BERNINI GIAN LORENZO ,"(38.133678,13.324717)",,2,,,,,,,,,
Palermo,2018-11-13,01:15,VIALE REGIONE SICILIANA S.E. ,"(38.087156,13.397182)",,1,,,,,,,,,
Palermo,2018-11-05,20:30,VIA MONTALBO ,"(38.13898,13.367367)",,,,,,,,,,,
Palermo,2018-11-09,19:00,VIA TITONE MICHELE ,"(38.107594,13.339058)",,1,,,,,,,,,
Palermo,2018-11-13,09:00,VIA S.FRANCESCO DI SALES ,"(38.084971,13.344844)",,,,,,,,,,,
Palermo,2018-11-10,00:50,VIA CALVI PASQUALE ,"(38.130044,13.355033)",,5,,,,,,,,,
Palermo,2018-03-29,20:30,VIALE REGIONE SICILIANA S.E. ,"(38.091821,13.341711)",,,,,,,,,,,
Palermo,2018-11-13,14:15,VIA DELL'ORSA MINORE ,"(38.096642,13.371552)",,1,,,,,,,,,
Palermo,2018-11-13,14:00,VIA DEI BENEDETTINI ,"(38.108566,13.355622)",,1,,,,,,,,,
Palermo,2018-11-13,17:50,VIALE DEI PICCIOTTI ,"(38.105106,13.382441)",,1,,,,,,,,,
Palermo,2018-11-13,19:00,VIA CONTESSA ADELASIA ,"(38.117203,13.34651)",,1,,,,,,,,,
Palermo,2018-11-13,20:00,VIALE VENERE ,"(38.189592,13.328327)",,2,,,,,,,,,
Palermo,2018-11-14,01:15,VIA VENEZIANO ANTONIO ,"(38.120391,13.345259)",,1,,,,,,,,,
Palermo,2018-11-14,07:55,VIA RAMPOLLA MARIANO CARD. ,"(38.145089,13.369358)",,,,,,,,,,,
Palermo,2018-11-14,09:50,VIALE REGIONE SICILIANA N.O. ,"(38.142063,13.33099)",,1,,,,,,,,,
Palermo,2018-11-14,16:10,VIA BORREMANS GUGLIELMO ,"(38.132854,13.335658)",,1,,,,,,,,,
Palermo,2018-10-23,17:45,VIA PRINCIPE DI VILLAFRANCA ,"(38.126798,13.350786)",,,,,,,,,,,
Palermo,2018-11-14,18:20,VIA DANTE ,"(38.123893,13.351376)",,2,,,,,,,,,
Palermo,2018-10-25,16:05,VIA CERDA ,"(38.122422,13.35758)",,,,,,,,,,,
Palermo,2018-10-28,09:45,P.TTA DEGLI ANGELINI ,"(38.11569,13.361487)",,1,,,,,,,,,
Palermo,2018-10-29,16:30,PIAZZETTA DEL NOVIZIATO ,"(38.118119,13.351693)",,,,,,,,,,,
Palermo,2018-10-29,14:20,VIA NASI NUNZIO ,"(38.111875,13.359663)",,,,,,,,,,,
Palermo,2018-11-01,00:01,VIA SPALLITTA FRANCESCO ,"(38.124801,13.342968)",,,,,,,,,,,
Palermo,2018-11-01,07:15,VIA BRANCACCIO ,"(38.09778,13.381868)",,,,,,,,,,,
Palermo,2018-11-01,08:32,VIA BRANCACCIO ,"(38.09735,13.382072)",,,,,,,,,,,
Palermo,2018-11-14,21:10,VIA PRINCIPE DI GRANATELLI ,"(38.124145,13.358774)",,,,,,,,,,,
Palermo,2018-11-14,17:00,VIA ORETO ,"(38.094112,13.375145)",,,,,,,,,,,
Palermo,2018-11-01,09:40,VIA BRANCACCIO ,"(38.09778,13.381868)",,,,,,,,,,,
Palermo,2018-11-01,11:30,VIA BRANCACCIO ,"(38.09778,13.381868)",,,,,,,,,,,
Palermo,2018-11-05,14:05,VIA RIZZOTTO PLACIDO ,"(38.094272,13.377213)",,1,,,,,,,,,
Palermo,2018-11-07,14:00,VIALE LEONARDO DA VINCI ,"(38.128499,13.329834)",,,,,,,,,,,
Palermo,2018-11-15,08:00,PIAZZA S.FRANCESCO DI PAOLA ,"(38.121502,13.352855)",,1,,,,,,,,,
Palermo,2018-11-08,09:20,VIALE REGIONE SICILIANA ,"(38.132876,13.32962)",,,,,,,,,,,
Palermo,2018-11-11,16:50,VIA LA VALLE RAFFAELE ,"(38.101944,13.334562)",,1,,,,,,,,,
Palermo,2018-11-12,13:00,VIALE REGIONE SICILIANA N.O. ,"(38.129148,13.329874)",,,,,,,,,,,
Palermo,2018-11-15,09:00,VIA ROMA ,"(38.116527,13.363504)",,1,,,,,,,,,
Palermo,2018-11-14,14:30,VIALE REGIONE SICILIANA ,"(38.11275,13.329898)",,,,,,,,,,,
Palermo,2018-11-15,08:05,VIA MONGITORE ANTONINO ,"(38.110639,13.357735)",,1,,,,,,,,,
Palermo,2018-11-15,10:25,VIA SIRACUSA ,"(38.127385,13.351735)",,1,,,,,,,,,
Palermo,2018-11-06,17:30,VIALE LAZIO ,"(38.140903,13.334282)",,,,,,,,,,,
Palermo,2018-11-15,10:30,VIA SAMPOLO ,"(38.143431,13.347897)",,1,,,,,,,,,
Palermo,2018-11-15,14:55,PIAZZA CAPONNETTO ANTONINO ,"(38.135025,13.357839)",,2,,,,,,,,,
Palermo,2018-11-15,14:50,CORSO CALATAFIMI ,"(38.104884,13.334271)",,1,,,,,,,,,
Palermo,2018-11-15,15:30,VIA CHIARAVELLI ,"(38.090121,13.416437)",,,,,,,,,,,
Palermo,2018-11-15,20:40,VIA MAGNISI ,"(38.120518,13.36464)",,,,,,,,,,,
Palermo,2018-11-16,14:00,VIA BELGIO ,"(38.150725,13.329152)",,1,,,,,,,,,
Palermo,2018-11-12,12:45,FORO UMBERTO I ,"(38.114352,13.376734)",,,,,,,,,,,
Palermo,2018-11-16,17:40,VIA POLITO ,"(38.118969,13.336879)",,,,,,,,,,,
Palermo,2018-11-17,01:55,VIA CUCCIA SIMONE ,"(38.139936,13.343051)",,2,,,,,,,,,
Palermo,2018-11-17,08:00,CORSO CALATAFIMI ,"(38.110388,13.348596)",,2,,,,,,,,,
Palermo,2018-11-17,10:40,VIA SAMPOLO ,"(38.144334,13.34711)",,,,,,,,,,,
Palermo,2018-11-17,12:30,VIA LI MULI VINCENZO ,"(38.105848,13.343099)",,2,,,,,,,,,
Palermo,2018-11-17,13:45,VIA MESSINA MARINE ,"(38.10678,13.382967)",,1,,,,,,,,,
Palermo,2018-11-18,04:30,VIA CAVOUR CAMILLO ,"(38.12244,13.36291)",,,,,,,,,,,
Palermo,2018-11-17,22:25,VIA MATTARELLA PIERSANTI ,"(38.131214,13.347774)",,1,,,,,,,,,
Palermo,2018-11-18,03:00,VIALE RIZZOTTO PLACIDO ,"(38.094272,13.377213)",,3,,,,,,,,,
Palermo,2018-11-18,04:30,VIALE MICHELANGELO ,"(38.135133,13.314492)",,2,,,,,,,,,
Palermo,2018-11-18,16:45,VIA TRITONE ,"(38.200112,13.280775)",,,,,,,,,,,
Palermo,2018-11-17,16:00,VIA DE FILIPPO TITINA ,"(38.102525,13.32721)",,1,,,,,,,,,
Palermo,2018-11-18,20:45,VIALE GALILEO GALILEI ,"(38.137917,13.332118)",,2,,,,,,,,,
Palermo,2018-11-19,00:45,VIA MONTEPELLEGRINO ,"(38.136696,13.358787)",,,,,,,,,,,
Palermo,2018-11-17,13:00,PIAZZA STURZO LUIGI ,"(38.126571,13.357663)",,,,,,,,,,,
Palermo,2018-10-22,09:30,VIA GIAQUINTO CORRADO ,"(38.12633,13.32419)",,,,,,,,,,,
Palermo,2018-11-19,01:00,VIA TOMMASO NATALE ,"(38.186435,13.289887)",,,,,,,,,,,
Palermo,2018-11-19,08:00,VIA BASILE ERNESTO ,"(38.100441,13.347266)",,2,,,,,,,,,
Palermo,2018-11-10,13:15,PIAZZA CASCINO ANTONINO GEN. ,"(38.14257,13.357208)",,1,,,,,,,,,
Palermo,2018-11-19,12:40,VIALE CROCE ROSSA ,"(38.148195,13.340777)",,,,,,,,,,,
Palermo,2018-11-19,13:15,VIA GARCIA LORCA FEDERICO ,"(38.16609,13.32158)",,2,,,,,,,,,
Palermo,2018-11-15,10:45,PIAZZA GIULIO CESARE ,"(38.110165,13.365371)",,1,,,,,,,,,
Palermo,2018-11-15,14:55,VIA SCIUTI GIUSEPPE ,"(38.13208,13.343362)",,,,,,,,,,,
Palermo,2018-11-19,14:50,VIA MULE' GIUSEPPE ,"(38.102478,13.334089)",,3,,,,,,,,,
Palermo,2018-11-19,13:15,VIA MARCHESE NICOLO' PENSABENE ,"(38.17827,13.319966)",,,,,,,,,,,
Palermo,2018-11-19,21:15,VIA GALLETTI ,"(38.093515,13.430279)",,1,,,,,,,,,
Palermo,2018-11-20,07:00,VIA POLO MARCO ,"(38.116172,13.347834)",,1,,,,,,,,,
Palermo,2018-11-20,08:20,VIA RAPISARDI MARIO ,"(38.134044,13.343344)",,2,,,,,,,,,
Palermo,2018-11-20,08:30,VIA DEL VESPRO ,"(38.103772,13.362601)",,1,,,,,,,,,
Palermo,2018-11-20,11:50,VIALE LAZIO ,"(38.141559,13.336958)",,1,,,,,,,,,
Palermo,2018-11-20,13:35,VIALE REGIONE SICILIANA S.E. ,"(38.088136,13.346528)",,,,,,,,,,,
Palermo,2018-11-20,14:30,CORSO DEI MILLE ,"(38.08964,13.418519)",,1,,,,,,,,,
Palermo,2018-11-20,19:00,VIA S.LORENZO ,"(38.16028,13.329538)",,1,,,,,,,,,
Palermo,2018-11-21,03:00,VIA LA FARINA GIUSEPPE ,"(38.128244,13.347906)",,,,,,,,,,,
Palermo,2018-11-21,07:20,VIA DUCA DELLA VERDURA ,"(38.134591,13.35339)",,1,,,,,,,,,
Palermo,2018-11-21,09:15,CORSO CALATAFIMI ,"(38.105518,13.336679)",,1,,,,,,,,,
Palermo,2018-11-21,13:00,VIA PARLATORE FILIPPO ,"(38.124534,13.343709)",,1,,,,,,,,,
Palermo,2018-11-21,12:55,VIA DEGLI EMIRI ,"(38.116338,13.337309)",,2,,,,,,,,,
Palermo,2018-11-20,07:45,VIALE REGIONE SICILIANA ,"(38.120353,13.328878)",,,,,,,,,,,
Palermo,2018-11-21,13:10,VIA ROCCELLA GUSTAVO ,"(38.095285,13.347945)",,2,,,,,,,,,
Palermo,2018-11-21,13:15,VIA BESTA FABIO ,"(38.177579,13.308932)",,,,,,,,,,,
Palermo,2018-10-27,21:30,VIA DELLO SPIRITO SANTO ,"(38.117737,13.357286)",,1,,,,,,,,,
Palermo,2018-11-10,10:50,VIA PRINCIPE DI BELMONTE ,"(38.125049,13.359796)",,1,,,,,,,,,
Palermo,2018-11-16,13:15,VIALE STRASBURGO ,"(38.161754,13.322183)",,,,,,,,,,,
Palermo,2018-11-19,15:15,VIA PITRE' GIUSEPPE ,"(38.110597,13.338341)",,,,,,,,,,,
Palermo,2018-11-17,13:00,VIALE MICHELANGELO ,"(38.139304,13.328495)",,,,,,,,,,,
Palermo,2018-11-21,19:00,CORSO CALATAFIMI ,"(38.099629,13.321735)",,3,,,,,,,,,
Palermo,2018-11-21,19:50,VIALE MICHELANGELO ,"(38.13685,13.31834)",,1,,,,,,,,,
Palermo,2018-11-21,19:30,VIA MATTEI ENRICO ,"(38.092702,13.39831)",,3,,,,,,,,,
Palermo,2018-11-22,08:10,CORSO DEI MILLE ,"(38.099178,13.390603)",,,,,,,,,,,
Palermo,2018-11-22,10:20,VIA TURRISI NICOLO' ,"(38.120152,13.35258)",,1,,,,,,,,,
Palermo,2018-11-19,15:00,VIA VILLA FLORIO ,"(38.120613,13.34635)",,,,,,,,,,,
Palermo,2018-11-22,10:30,VIALE REGIONE SICILIANA S.E. ,"(38.0952,13.337057)",,1,,,,,,,,,
Palermo,2018-11-22,14:20,VIA SFERRACAVALLO ,"(38.191017,13.28469)",,1,,,,,,,,,
Palermo,2018-11-22,14:30,VIA ALTOFONTE ,"(38.094761,13.335781)",,,,,,,,,,,
Palermo,2018-11-22,16:00,VIA MESSINA MARINE ,"(38.106822,13.382947)",,,,,,,,,,,
Palermo,2018-11-22,16:10,VIA CONTE FEDERICO ,"(38.085633,13.39937)",,1,,,,,,,,,
Palermo,2018-11-21,17:30,PIAZZA EINSTEIN ALBERT ,"(38.128152,13.32933)",,,,,,,,,,,
Palermo,2018-11-22,17:30,VIA LAUDICINA ANTONINO ,"(38.097823,13.413311)",,1,,,,,,,,,
Palermo,2018-11-22,21:40,VIA MESSINA MARINE ,"(38.096899,13.420805)",,3,,,,,,,,,
Palermo,2018-11-23,07:50,VIA MESSINA MARINE ,"(38.095136,13.43257)",,1,,,,,,,,,
Palermo,2018-11-23,09:20,VIALE STRASBURGO ,"(38.151772,13.331176)",,1,,,,,,,,,
Palermo,2018-11-22,16:00,VIA CAPPELLO SALVATORE ,"(38.105014,13.381395)",,1,,,,,,,,,
Palermo,2018-11-23,12:00,PIAZZA TURBA EUCLIDE GEN. ,"(38.10099,13.338167)",,3,,,,,,,,,
Palermo,2018-11-21,12:15,VIA DE GOBBIS FRANCESCO ,"(38.17966,13.31152)",,,,,,,,,,,
Palermo,2018-11-23,16:20,VIA MARINUZZI ANTONIO ,"(38.105016,13.365582)",,1,,,,,,,,,
Palermo,2018-11-03,19:30,LARGO CIAULA MAURO ,"(38.10105,13.336512)",,,,,,,,,,,
Palermo,2018-11-23,17:50,VIA PONTE DI MARE ,"(38.10948,13.379438)",,2,,,,,,,,,
Palermo,2018-11-24,00:10,VIA BUONRIPOSO ,"(38.102148,13.373886)",,1,,,,,,,,,
Palermo,2018-11-24,00:45,VIA MARINUZZI ANTONIO ,"(38.108186,13.36345)",,,,,,,,,,,
Palermo,2018-11-24,03:00,VIALE REGIONE SICILIANA N.O. ,"(38.108309,13.329621)",,1,,,,,,,,,
Palermo,2018-11-23,00:50,VIA LA LUMIA ISIDORO ,"(38.127623,13.35558)",,2,,,,,,,,,
Palermo,2018-11-24,04:30,VIA PRINCIPE DI VILLAFRANCA ,"(38.128935,13.349574)",,1,,,,,,,,,
Palermo,2018-11-24,17:30,VIA NIGRA COSTANTINO ,"(38.129061,13.348496)",,,,,,,,,,,
Palermo,2018-11-24,20:10,VIALE REGIONE SICILIANA S.E. ,"(38.089592,13.384552)",,2,,,,,,,,,
Palermo,2018-11-24,20:15,VIA LINCOLN ,"(38.110857,13.366867)",,1,,,,,,,,,
Palermo,2018-11-24,22:20,VIA AURISPA GIOVANNI ,"(38.126377,13.340124)",,,,,,,,,,,
Palermo,2018-11-25,02:30,VIA MESSINA MARINE ,"(38.099948,13.402975)",,3,,,,,,,,,
Palermo,2018-11-25,10:00,VIALE REGIONE SICILIANA N.O. ,"(38.128199,13.329791)",,1,,,,,,,,,
Palermo,2018-11-25,14:41,VIA IMERA ,"(38.11701,13.348677)",,1,,,,,,,,,
Palermo,2018-11-25,16:17,VIA GARGALLO TOMMASO ,"(38.138739,13.349341)",,,,,,,,,,,
Palermo,2018-11-25,19:30,VIA ABRUZZI ,"(38.147167,13.332418)",,3,,,,,,,,,
Palermo,2018-11-26,08:10,VIA ROCCAZZO ,"(38.124124,13.310885)",,2,,,,,,,,,
Palermo,2018-11-25,02:40,VIA OLIVERI MANDALA' EMANUELE ,"(38.140246,13.327665)",,1,,,,,,,,,
Palermo,2018-11-26,09:30,VIALE REGIONE SICILIANA ,"(38.089957,13.374867)",,1,,,,,,,,,
Palermo,2018-11-26,10:00,VIA BELMONTE CHIAVELLI ,"(38.096673,13.368751)",,2,,,,,,,,,
Palermo,2018-11-26,12:55,VIA ROMA ,"(38.115833,13.36386)",,1,,,,,,,,,
Palermo,2018-11-25,01:00,VIA RICASOLI ,"(38.127944,13.354567)",,,,,,,,,,,
Palermo,2018-11-19,13:45,VIA ROCCAZZO ,"(38.120384,13.306032)",,,,,,,,,,,
Palermo,2018-11-23,11:30,VIALE CROCE ROSSA ,"(38.145868,13.341718)",,,,,,,,,,,
Palermo,2018-11-25,10:55,VIA MAQUEDA ,"(38.112145,13.363874)",,1,,,,,,,,,
Palermo,2018-10-27,19:30,VIA BRIGATA VERONA ,"(38.142889,13.337991)",,,,,,,,,,,
Palermo,2018-11-01,03:50,VIA MONDELLO ,"(38.206893,13.325178)",,,,,,,,,,,
Palermo,2018-11-24,07:30,VIA MORTILLARO VINCENZO ,"(38.104396,13.366007)",,1,,,,,,,,,
Palermo,2018-11-26,16:30,PIAZZA LEONI ,"(38.146656,13.344414)",,,,,,,,,,,
Palermo,2018-11-25,23:00,VIA SAMMARTINO ,"(38.126197,13.349207)",,,,,,,,,,,
Palermo,2018-11-26,19:00,VIA CAMILLIANI CAMILLO ,"(38.131023,13.323407)",,1,,,,,,,,,
Palermo,2018-11-27,01:30,VIA VESPUCCI AMERIGO ,"(38.122964,13.337205)",,,,,,,,,,,
Palermo,2018-11-27,05:00,CORSO ALBERTO AMEDEO ,"(38.116553,13.350623)",,1,,,,,,,,,
Palermo,2018-11-27,08:00,VIALE PIEMONTE ,"(38.142195,13.340785)",,,,,,,,,,,
Palermo,2018-11-27,10:00,VIA CIMAROSA DOMENICO ,"(38.128805,13.340031)",,1,,,,,,,,,
Palermo,2018-11-27,10:00,VIA MONTE S.CALOGERO ,"(38.15111,13.32729)",,,,,,,,,,,
Palermo,2018-11-27,09:15,VIA PRINCIPE DI PATERNO' ,"(38.138513,13.337861)",,,,,,,,,,,
Palermo,2018-11-27,10:15,VIA ANSELMI ROSINA ,"(38.102141,13.328078)",,1,,,,,,,,,
